Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,HasMortgage,HasDependents,HasCoSigner,Default,LoanToIncome,EmploymentYears,CreditRisk,Education_high school,Education_master's,Education_phd,EmploymentType_part-time,EmploymentType_self-employed,EmploymentType_unemployed,MaritalStatus_married,MaritalStatus_single,LoanPurpose_business,LoanPurpose_education,LoanPurpose_home,LoanPurpose_other,InterestLevel_medium,InterestLevel_high,DTIBucket_medium,DTIBucket_high,DTIBucket_extreme,y_true,y_pred,cluster
59,129524,65762,771,44,2,2.91,48,0.35,0,0,1,0,0.507720577,3.666666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25
35,140259,152039,341,65,3,8.14,12,0.32,0,1,1,0,1.08398748,5.416666667,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,49
36,34087,33499,593,89,3,22.69,36,0.79,1,1,0,1,0.982750022,7.416666667,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,26
58,98857,55014,317,1,4,18.79,60,0.67,0,0,0,1,0.556500804,0.083333333,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,48
50,79403,154258,596,75,1,7.8,12,0.75,1,1,1,0,1.942722567,6.25,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41
45,120351,187823,422,55,3,3.89,48,0.46,0,0,0,0,1.560626833,4.583333333,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
19,65138,149123,739,63,4,22.94,48,0.45,0,0,0,1,2.289339556,5.25,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
60,142368,106476,501,119,3,16.01,24,0.7,1,1,0,0,0.747892785,9.916666667,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
49,19574,173276,678,55,3,13.31,36,0.15,0,1,0,0,8.852355165,4.583333333,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,47
18,108116,168981,467,115,2,5.69,60,0.17,0,0,0,0,1.562960154,9.583333333,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27
25,50989,193843,782,3,3,7.35,24,0.45,0,1,0,0,3.801663104,0.25,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,44
35,94901,62212,305,30,3,17.31,60,0.71,1,0,0,0,0.655546306,2.5,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9
51,118348,52716,826,41,4,3.5,36,0.72,0,1,1,0,0.445432115,3.416666667,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,22
54,130333,198873,448,100,1,3.19,48,0.62,0,1,1,0,1.525883698,8.333333333,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,45
36,84065,54281,792,59,4,12.58,48,0.7,1,1,1,1,0.64570273,4.916666667,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,20
53,16686,23103,831,31,1,19.76,60,0.29,0,0,1,0,1.384573894,2.583333333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,46
35,24762,113036,621,45,4,9.91,12,0.62,0,0,1,1,4.564897827,3.75,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,15
65,121852,163126,651,30,2,17.01,12,0.35,1,1,1,0,1.338722385,2.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,15
68,92700,156755,464,13,4,11.05,60,0.5,1,0,0,0,1.690992449,1.083333333,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,16
37,39888,189473,798,80,3,10.26,48,0.69,1,1,0,0,4.750125351,6.666666667,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,38
51,113937,88916,690,4,4,2.05,60,0.86,1,0,1,0,0.780396184,0.333333333,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42
27,40506,49303,781,49,4,11.87,12,0.7,0,0,1,0,1.217177702,4.083333333,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,13
50,60103,88008,478,114,2,8.45,24,0.83,1,1,1,0,1.464286309,9.5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
36,51386,210045,478,35,2,16.29,36,0.86,0,1,0,1,4.087591951,2.916666667,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,11
63,83445,95146,709,105,3,24.63,60,0.53,1,1,0,0,1.1402241,8.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23
66,19353,214283,531,77,1,15.27,12,0.19,0,1,1,0,11.07234021,6.416666667,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2
56,143783,182940,626,32,3,11.4,60,0.7,0,1,1,0,1.272334003,2.666666667,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
51,67309,224416,614,71,2,4.15,48,0.15,0,1,1,0,3.334115794,5.916666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47
50,43032,229286,433,35,4,20.05,36,0.48,0,0,0,1,5.328267336,2.916666667,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,39
60,105770,175836,709,65,1,5.48,48,0.24,1,1,1,0,1.662437364,5.416666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15
18,105441,209465,322,82,1,3.16,36,0.28,0,1,1,0,1.986561205,6.833333333,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45
64,37473,7970,364,53,1,2.06,24,0.69,1,0,0,0,0.212686468,4.416666667,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32
41,96469,135800,554,0,3,15.43,12,0.17,1,1,1,0,1.407706102,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31
63,72433,132388,481,13,1,16.42,12,0.42,0,1,0,0,1.827730454,1.083333333,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3
35,37471,239475,387,31,2,5.41,60,0.45,1,0,1,0,6.390942329,2.583333333,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49
22,55276,64177,842,67,3,14.25,24,0.82,1,0,1,0,1.161028294,5.583333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,47
56,82824,49463,346,85,3,8.18,12,0.39,0,1,1,0,0.597206124,7.083333333,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45
46,148400,212222,496,88,4,22.52,36,0.25,1,1,1,0,1.430067385,7.333333333,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,24
67,97402,208824,347,98,4,12.33,60,0.89,1,0,1,0,2.143939549,8.166666667,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
52,35929,61794,610,89,2,11.57,24,0.82,0,1,1,0,1.719892009,7.416666667,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,43
48,117184,139622,818,109,3,2.39,12,0.27,1,0,1,0,1.191476652,9.083333333,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
26,60548,28766,418,85,2,19.03,12,0.38,0,1,0,0,0.47509414,7.083333333,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
36,62510,227721,738,107,1,15.31,24,0.68,0,0,0,1,3.642953127,8.916666667,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,44
57,41828,79903,512,89,1,19.16,24,0.45,1,0,0,0,1.910275414,7.416666667,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,36
28,16149,57711,665,115,3,4.5,60,0.13,0,0,0,0,3.573657812,9.583333333,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
67,114305,44374,731,21,4,4.45,12,0.15,1,1,0,0,0.38820699,1.75,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,37
39,54641,152506,554,85,3,14.6,48,0.4,0,0,1,0,2.791054336,7.083333333,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,42
39,46850,46454,683,16,1,5.71,36,0.82,0,1,0,0,0.991547492,1.333333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
53,47558,160000,597,80,1,9.43,60,0.19,0,0,0,0,3.364313049,6.666666667,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
51,124235,65451,785,108,4,4.96,36,0.84,1,0,0,0,0.526832213,9.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38
22,81747,209290,468,67,3,13.61,48,0.75,1,0,1,0,2.560216277,5.583333333,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
35,72787,231376,529,115,2,6.03,36,0.83,0,1,0,0,3.178809403,9.583333333,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49
23,124998,65371,469,27,4,6.33,48,0.4,1,0,1,0,0.522976368,2.25,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
32,23260,161466,702,82,3,2.06,48,0.89,0,1,0,0,6.941788478,6.833333333,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27
69,97224,202550,764,98,4,5.98,36,0.82,1,1,0,0,2.083333333,8.166666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
31,120279,189097,402,74,4,12.35,48,0.7,1,1,0,0,1.572153077,6.166666667,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,41
20,88623,211625,343,72,3,2.39,36,0.48,1,0,1,0,2.387924128,6.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32
52,49383,75227,650,104,4,24.67,24,0.64,0,0,0,0,1.523337991,8.666666667,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,23
34,79023,140140,794,6,4,24.6,48,0.34,0,1,1,0,1.773407742,0.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8
42,105876,239017,655,9,3,4.98,12,0.4,1,1,1,0,2.257518229,0.75,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25
25,35047,178841,775,109,1,3.74,48,0.37,0,0,0,0,5.102890404,9.083333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40
52,43665,114715,666,32,2,4.61,60,0.39,1,1,0,0,2.627161342,2.666666667,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,40
51,123315,237585,702,14,1,19.78,60,0.62,1,0,1,0,1.926651259,1.166666667,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,6
22,120558,65703,550,116,3,15.46,60,0.14,0,0,0,1,0.544990793,9.666666667,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,9
38,70735,141307,688,113,4,15.52,36,0.73,0,1,1,0,1.997695625,9.416666667,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,31
20,106878,164802,437,72,2,16.73,48,0.71,0,1,1,0,1.541963734,6.0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,30
35,98301,121094,479,116,2,4.42,48,0.88,1,0,1,0,1.231869462,9.666666667,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
59,129734,84920,530,118,2,8.47,24,0.71,0,0,0,0,0.65457012,9.833333333,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,41
49,135052,51579,447,97,1,5.58,24,0.59,0,0,1,0,0.381919557,8.083333333,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,32
67,60459,170148,505,2,1,16.89,48,0.37,0,0,0,0,2.814270828,0.166666667,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30
44,149192,177867,510,116,1,20.9,12,0.36,1,0,0,0,1.192201995,9.666666667,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,24
56,50693,239288,576,12,1,15.99,12,0.27,0,1,1,0,4.720336141,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,27
53,142337,129067,352,0,1,21.21,48,0.23,1,1,0,0,0.906770552,0.0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,17
30,114832,93655,485,64,4,11.83,48,0.77,0,0,1,0,0.815582764,5.333333333,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,41
18,26011,72235,455,80,1,16.51,24,0.76,1,0,1,0,2.777094306,6.666666667,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,15
38,113545,169706,335,111,4,13.02,48,0.26,1,0,0,0,1.49461447,9.25,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,30
21,66195,176259,354,43,3,10.42,60,0.83,0,0,0,0,2.662723771,3.583333333,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11
58,120768,196902,674,111,1,20.13,24,0.36,0,1,0,0,1.630415342,9.25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10
67,113183,13677,629,97,4,7.21,60,0.5,1,1,0,0,0.120839702,8.083333333,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
44,77298,123264,741,99,3,7.55,36,0.38,1,0,0,0,1.594659629,8.25,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,44
47,121097,133454,840,19,1,2.81,60,0.85,0,0,1,0,1.102042165,1.583333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25
55,116441,213390,799,117,2,12.37,36,0.79,1,1,1,0,1.832601919,9.75,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,47
41,60494,236319,337,91,4,21.99,36,0.68,0,0,0,1,3.906486594,7.583333333,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,39
49,140485,192217,792,101,3,6.88,24,0.55,0,1,0,0,1.368238602,8.416666667,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,37
32,57261,189486,333,113,4,15.7,12,0.77,1,1,0,0,3.309163305,9.416666667,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14
21,146798,191608,642,38,3,17.83,36,0.35,1,0,0,0,1.30524939,3.166666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
20,78388,189594,359,87,2,16.62,36,0.55,0,1,0,0,2.41866102,7.25,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38
23,42899,20769,667,52,2,18.19,48,0.62,0,0,0,0,0.484137159,4.333333333,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,23
56,16211,84967,501,73,3,22.51,36,0.46,1,0,1,0,5.241317624,6.083333333,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,36
39,83931,173251,801,39,2,12.63,24,0.2,0,0,0,0,2.064207504,3.25,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,13
30,93508,223294,794,38,4,2.05,60,0.64,1,0,1,0,2.387966805,3.166666667,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21
54,53083,62735,404,118,4,18.92,60,0.87,0,0,1,0,1.181828457,9.833333333,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,48
64,91846,42350,439,80,3,3.23,48,0.43,1,0,1,0,0.461097925,6.666666667,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,31
50,111741,206621,614,23,4,7.02,48,0.1,1,1,1,0,1.849106416,1.916666667,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25
59,125158,229041,585,84,2,10.36,48,0.7,0,0,1,1,1.830014861,7.0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,30
31,20713,126589,824,105,1,7.28,24,0.59,1,1,0,0,6.111572442,8.75,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,47
26,99241,194351,837,10,3,11.51,60,0.38,1,1,1,0,1.958374059,0.833333333,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,42
30,138823,239206,749,103,3,18.85,36,0.27,0,1,0,0,1.723100639,8.583333333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,33
30,97659,92216,380,55,4,19.58,12,0.39,1,1,1,0,0.944265249,4.583333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
23,79338,99074,305,79,1,18.91,36,0.22,0,0,1,1,1.248758476,6.583333333,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,28
67,118315,109128,628,108,4,14.1,60,0.2,0,0,0,0,0.92235135,9.0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,44
68,136498,52961,695,63,1,5.37,24,0.66,1,1,0,0,0.387998359,5.25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42
31,144953,65970,754,102,3,7.2,60,0.26,0,1,0,0,0.455113037,8.5,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,25
38,84985,29280,373,108,4,18.67,48,0.79,0,1,0,0,0.344531388,9.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
35,37464,20509,424,67,4,16.03,36,0.44,0,1,0,0,0.547432202,5.583333333,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2
52,129704,77608,722,8,2,6.62,24,0.87,1,1,0,0,0.598347005,0.666666667,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13
52,90601,228182,385,30,2,11.37,60,0.44,1,1,0,0,2.518537323,2.5,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,19
68,32643,13024,534,110,1,24.42,24,0.31,0,1,0,0,0.398982937,9.166666667,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,36
52,107257,57245,382,62,1,23.95,48,0.73,0,0,0,0,0.533718079,5.166666667,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,41
23,147372,142396,392,86,1,9.26,24,0.6,1,1,1,0,0.966235106,7.166666667,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31
57,38746,98470,445,88,2,17.87,24,0.36,0,0,1,0,2.541423631,7.333333333,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,26
53,109429,246306,715,79,3,10.93,24,0.82,0,1,1,0,2.250829305,6.583333333,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,21
38,28845,139505,752,16,2,13.76,60,0.41,1,0,0,1,4.836366788,1.333333333,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,42
34,137648,130741,763,52,3,14.03,60,0.9,1,0,1,0,0.949821283,4.333333333,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,37
57,83914,55851,466,107,1,22.41,36,0.45,0,0,0,0,0.665574278,8.916666667,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
67,45111,84709,670,109,3,3.23,24,0.41,1,1,0,0,1.877790339,9.083333333,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,44
43,124179,174385,523,32,4,14.23,24,0.89,0,0,0,0,1.404303465,2.666666667,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,30
55,92923,120172,323,52,2,19.16,12,0.58,1,0,0,0,1.293242792,4.333333333,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,29
40,141714,117211,805,110,4,12.18,36,0.72,0,1,1,1,0.827095418,9.166666667,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,43
34,104697,166223,427,54,4,13.56,60,0.4,1,0,1,0,1.587657717,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16
49,55599,5513,434,100,2,3.31,60,0.21,0,0,1,0,0.09915646,8.333333333,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35
22,118729,113473,627,67,1,18.72,36,0.13,0,1,1,0,0.955731119,5.583333333,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,23
49,38290,23889,669,73,3,21.12,60,0.28,0,1,0,0,0.623896579,6.083333333,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,8
19,136110,15501,442,86,4,24.37,24,0.77,0,0,1,0,0.113885828,7.166666667,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,17
60,34039,225744,753,116,4,22.74,60,0.37,1,0,1,1,6.631922207,9.666666667,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,6
61,103356,21077,585,94,1,12.15,12,0.52,1,1,1,0,0.203926236,7.833333333,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,30
32,71224,53559,586,47,1,8.32,60,0.57,1,1,1,0,0.75197967,3.916666667,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19
20,99777,73008,362,57,3,20.08,36,0.26,0,0,1,0,0.731711717,4.75,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,28
27,106040,206229,451,114,3,7.51,36,0.58,0,0,0,0,1.944822708,9.5,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7
57,111536,172338,502,96,3,20.67,24,0.58,0,1,0,0,1.54513341,8.0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,29
53,66922,180127,484,42,3,2.11,12,0.51,1,0,0,0,2.691596187,3.5,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41
23,123600,35455,713,86,1,3.01,48,0.78,0,0,1,0,0.286852751,7.166666667,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15
58,44007,217941,530,73,3,24.4,12,0.34,1,0,0,0,4.952416661,6.083333333,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17
24,101832,204010,571,10,2,21.3,12,0.49,0,0,1,0,2.003397753,0.833333333,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,36
67,80200,41383,765,85,4,11.96,24,0.79,0,1,0,0,0.515997506,7.083333333,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,47
37,144794,28633,591,108,1,19.06,12,0.12,1,1,0,0,0.197749907,9.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,48
68,90126,65323,814,47,3,11.84,60,0.89,1,0,0,0,0.724796396,3.916666667,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,38
67,103323,147554,734,9,4,14.2,36,0.15,1,1,1,0,1.428084744,0.75,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,40
36,26075,198035,711,76,4,18.27,48,0.7,1,1,0,0,7.594822627,6.333333333,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,34
66,46671,179609,666,9,2,21.9,36,0.57,1,0,0,1,3.848406934,0.75,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,10
35,111086,185061,394,21,2,6.38,24,0.66,1,0,1,0,1.665925499,1.75,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,41
44,46934,54937,662,92,1,13.52,24,0.76,0,1,1,0,1.170516044,7.666666667,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,40
61,55131,102958,788,89,4,12.86,48,0.13,1,1,1,0,1.867515554,7.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20
45,119377,121346,331,28,1,15.75,24,0.9,1,0,0,0,1.016493964,2.333333333,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,11
19,27253,205123,715,95,1,24.72,24,0.42,0,1,0,1,7.526620922,7.916666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,8
51,95482,178793,693,88,1,20.08,60,0.39,1,0,0,0,1.872530948,7.333333333,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,6
31,39048,86570,335,23,3,5.59,36,0.39,0,1,1,0,2.217014956,1.916666667,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38
53,21166,98988,592,118,1,7.68,60,0.59,0,0,0,0,4.676745724,9.833333333,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21
38,148262,94637,462,51,2,9.53,48,0.8,0,0,1,0,0.638309209,4.25,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,31
25,112521,9024,755,109,4,20.72,48,0.22,1,1,0,0,0.080198363,9.083333333,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
32,128356,202600,561,105,3,12.75,24,0.29,0,0,1,0,1.578422512,8.75,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
67,21575,234691,570,0,3,2.34,12,0.47,1,1,0,0,10.87791425,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9
20,110953,76104,357,0,1,7.27,36,0.8,1,1,1,0,0.685912053,0.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16
61,19515,86317,393,51,2,11.61,24,0.69,1,0,0,0,4.423110428,4.25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,30
34,47210,66913,406,51,2,15.13,12,0.45,0,1,1,1,1.417348019,4.25,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,30
24,91771,43342,618,76,4,12.92,36,0.83,0,1,1,0,0.472284273,6.333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,13
49,70151,15707,460,24,3,5.98,36,0.33,0,0,1,0,0.223902724,2.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31
42,96012,147199,383,25,2,23.59,12,0.11,0,0,1,0,1.533131275,2.083333333,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,36
61,133977,179403,707,89,1,11.68,48,0.28,1,1,0,0,1.339058197,7.416666667,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,40
29,42768,194040,431,55,1,10.48,60,0.45,1,0,1,0,4.537037037,4.583333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
